,noDA.24,noDA.26,noDA.34,noDA.60,DA.26,DA.34
nlp-8,553.3053871,668.6600165,1755.982034,2621.920885,557.6027986,502.3173393
nlp-9,742.0134599,1361.825242,1720.988832,2600.428003,1114.167447,969.9311974
pdf-1,1770.41016,3352.09847,4676.482063,6767.007838,2800.316445,2107.666682
snet-1,1120.430648,1474.418206,2607.431462,3213.491358,1450.857598,818.3355535
ntc-1,102.4807207,209.6167747,419.9022482,762.1689582,161.0346081,112.29244
egl-3,5426.596949,5448.495589,8615.367739,17399.44552,6303.838595,3020.348038
aex-5,705.3659713,898.2522202,456.3793531,351.0832658,762.7667074,672.8097338
sbt-1,2810.499587,5002.22817,7711.26969,14159.25711,4053.541214,2486.364896
egl-21,4427.039057,6098.734866,8620.766297,16358.4523,5841.450399,4305.176918
cpd-1,1367.987145,1516.470731,329.5173528,399.5155952,1628.412951,784.6154526
pghm-1,1838.623131,3794.536737,4127.812112,8623.050018,3268.241951,2356.471785
pgal-1,3155.227986,3586.448053,4684.628715,7496.911596,3402.807864,2027.915613
pamn-1,1065.803885,1829.615663,873.6329439,598.48415,1727.711013,789.9535926
acn-1,2650.83876,14523.92828,1031.327564,154.5929898,18516.10719,11264.08038
nep-1,880.483722,2929.580949,1672.442387,1432.87601,2796.04283,4683.311937
nep-2,2243.509808,1350.12406,1311.843275,691.9501336,1693.26289,1349.732068
nep-11,678.5564009,577.8317912,815.1355893,924.7402749,719.6300247,365.5688509
nep-18,63.8648805,135.3917987,28.02069583,22.74299369,161.8122516,107.8068633
nep-22,9230.354712,3334.088814,3206.248777,542.4253081,4284.146667,5533.686671
nep-26,670.4298541,511.0605484,862.6797437,444.9230092,459.5190241,392.7910808
dpt-1,3712.209531,4558.076459,2412.007503,2943.610096,4461.080781,3688.465706
tpp-2,3852.818185,3497.876774,3018.147909,2235.795885,3334.186924,3265.916908
daf-2,1542.4283,1359.093567,1210.403734,2114.87685,2687.443074,1409.888045
irld-3,0,0.734079608,0.23030929,7.009321497,0,127.1253274
dop-1,285.8503561,126.0252266,346.433384,290.4336839,184.6116561,99.25108998
dop-3,137.1409339,142.727299,387.8378316,226.0855214,99.33654657,98.79963861
ser-3,232.7832985,183.3257785,716.1912334,328.7705831,167.1756151,121.8945992
gar-1,133.1134509,87.94131839,209.0165788,109.7807446,113.0513464,39.16012117
gar-2,478.4197115,351.6682238,469.9169791,270.2962287,394.2733924,191.4727805
gar-3,366.3388539,247.9989012,527.16074,357.2821473,215.635415,141.0410437
npr-11,14.41720937,14.22632094,109.2938612,79.78814428,12.979517,7.466582671
npr-22,161.9215411,92.60519448,217.0780064,294.5579336,95.13982433,111.8053181
npr-17,52.84792524,189.8548551,358.3446332,114.1044583,55.59553907,17.11868062
npr-31,102.0273718,87.64839586,352.1396909,136.1548336,58.32099098,70.481084
ckr-1,66.52463727,57.03233506,109.4475346,98.01582536,34.3962486,17.0255367
ntr-1,4.968188765,14.27043664,46.24074195,191.6702619,18.17167617,10.20382734
frpr-5,92.12500233,405.8330619,146.6161698,140.4691093,172.5841583,156.690824
frpr-7,85.89495128,84.17387059,382.0428859,195.7850736,72.9027363,60.64983233
frpr-19,191.8968741,337.2866233,622.1130012,422.2553658,277.5918688,216.767124
daf-37,89.12516517,92.35109186,325.1690967,317.2004088,100.5480151,75.49698786
Y37E11AL.1,78.51630638,49.76036045,258.0596514,171.584639,57.67254369,119.4724569
Y40C5A.4,236.5274728,157.908278,428.6924195,1017.989491,128.7997331,180.4877308
C47E8.3,87.54598614,111.255403,364.1942172,396.4435665,109.2453839,90.2509995
Y70D2A.1,236.1457048,62.96320178,6541.342046,99.1042256,80.94883878,84.49707838
M04G7.3,158.0413347,187.2026408,576.0255311,555.0948166,199.4966209,181.5840555
C01F1.4,27.62164861,27.07271407,280.6435711,216.6591143,39.54428527,23.49607271
B0334.6,117.5553272,549.2361867,292.9251937,214.7713624,1181.147675,245.4943254
F13H6.5,61.18619984,99.39366956,1541.000014,76.21202719,41.96687004,50.16657323
srh-146,1.802151172,18.43492581,144.9911987,250.4414528,5.40819081,2.823254481
str-124,2.425540255,5.094441547,137.6597198,27.44361314,3.115154553,5.281067399
str-168,128.9425312,51.05205684,7.587400442,24.69988103,39.37096664,126.7313493
str-176,663.1913561,188.0408393,997.1839833,1648.355644,59.79261368,131.4820897
str-216,0,90.11532893,0.678121752,1.666342963,1.817202854,2.185515273
str-262,0,3.151601162,90.07614288,16.46553868,1.903685984,2.730110563
str-7,102.3145203,26.29451876,8.495831485,19.36004852,22.67126555,255.7556261
srd-27,1.212770128,0.367039804,17.26039061,107.8678245,0.302867143,0
srd-28,0,0,21.41876394,91.74623545,0,1.820073709
srj-32,1.617026837,627.2057019,79.69901709,23.62406489,86.26984171,8.469763443
srm-3,21.00242497,29.16201573,142.3939668,58.31571166,26.30461414,12.20305478
sre-31,4.008559051,2.784561359,198.9093855,225.8279331,3.677471087,1.275478418
srx-114,3.419178008,2.784561359,105.5194706,5.782727633,8.09057734,12.38220851
srx-92,0,0,11.2851552,70.02407958,0,0
srt-41,5.659593925,2.936318431,73.69857107,67.77979389,1.211468569,0.637739209
srg-31,22.95569244,71.88509424,159.1809327,57.43621346,42.18395879,23.12349703
srg-7,0.404256709,2.202238823,69.20764031,66.16056415,6.489758498,8.64891717
sru-31,1.768143132,0,57.67957052,31.16893494,0.302867143,0.910036855
srv-1,577.7080661,966.9274836,1028.51564,653.9807021,869.8051858,302.0810954
srxa-8,7.208604684,45.0329587,7.971182321,0,27.64598359,9.472944214
srw-86,43.5538607,77.10658711,60.07170382,304.1429835,33.35704155,15.47776064
srz-20,16.95985788,1.835199019,120.1177954,0.980016683,0,5.553365044
srsx-34,232.7720541,108.4708417,342.5695513,263.1550056,118.8058221,67.0129562
srsx-35,1.212770128,4.145079208,90.19139791,11.27176486,4.932357407,1.275478418
srsx-9,0,0.734079608,63.20659186,17.79107802,0.605734285,0.910036855
srr-1,113.6828003,156.8353869,110.8930194,120.7148519,296.3223378,372.7056626
srr-2,55.27730526,50.83147831,180.7787814,48.07579573,55.07628792,23.85438016
srr-4,662.4316599,359.023134,758.9399217,608.7004707,410.1107288,232.0875338
srr-6,26.03862982,15.95387859,202.6447554,74.3509393,21.2430606,18.30101511
dcar-1,1153.186686,1895.105824,4996.05087,2020.072666,1641.877111,1414.809203
pdfr-1,959.4311635,510.2805799,623.62091,469.7139706,751.9891627,432.3955193
fmi-1,438.0318884,384.5341617,288.7025889,136.7374954,481.148616,330.5149972
mth-1,638.0023774,686.8831582,586.0142563,80.1870722,1462.445281,224.1338292
mth-2,232.7871383,439.8018925,150.2881116,106.2062005,394.5787262,111.7121742
mgl-2,534.3996663,313.1061119,864.6728792,718.4403942,364.6841812,93.31088105
gbb-1,522.9633702,484.9760166,769.6101825,405.0171394,514.9419493,301.1211198
gbb-2,1849.046865,1220.936664,2347.096895,597.425637,1081.370608,796.0364838
F35H10.10,2993.195916,4983.893769,2477.514778,492.6705853,5364.209886,4046.73286
egl-30,7364.826025,6388.306171,4102.99772,2988.635577,7487.954686,5123.170034
gpa-16,520.4245615,644.3753863,864.2799059,1319.420204,644.9097331,907.9349458
gpc-2,2229.833371,3905.954417,3585.936743,2372.754866,3011.527478,3513.668816
axl-1,205.905987,27.2879968,21.22667219,56.1216852,22.49794692,46.44041601
grk-2,647.1757688,478.7998656,843.7553613,485.0189048,550.4180037,386.3708841
rgs-3,125.0661645,136.150584,309.1631031,208.5802688,145.8474809,98.98592645
rgs-5,449.6609884,569.1234082,190.7967335,215.942978,499.0195393,407.6382364
F56B6.2,725.6163796,536.9086144,412.7748639,327.3445253,598.0115628,637.3535665
rhgf-1,422.7570734,413.8055921,423.2144137,133.1111191,411.7987355,252.7318156
snx-13,1740.653685,1516.366612,938.3088253,1049.394147,1639.096965,1416.630879
gpr-1,192.4182391,475.6694476,244.1008292,318.9641242,484.5757994,352.6059761
gpr-2,244.612607,597.1278479,342.6465888,341.1621313,583.0048016,533.8535269
arrd-7,451.2174037,578.054143,316.5958261,136.0543152,495.3914762,432.445458
arrd-10,338.5811731,581.5392119,156.6983533,55.33955946,776.426461,2050.478244
arrd-11,1.212770128,48.01339284,901.1171888,1357.025159,12.6332321,11.56531557
arrd-13,957.5080645,1016.126704,986.7542274,1698.287809,1003.49844,1004.599008
arrd-14,2516.364438,1853.478593,700.0089664,1420.85028,1613.29426,846.732583
arrd-18,694.9534812,860.0994905,398.7015899,536.755606,1028.417914,896.3549617
arrd-19,456.0761638,545.371713,198.2434674,264.0737519,499.1106032,554.9702618
arrd-25,1882.143258,1710.250111,2171.502783,567.101594,1589.829494,941.8718735
rnh-1.2,124.0234346,166.0219736,312.2329565,487.4407094,161.8556693,400.5366947
ttm-2,376.7173359,463.1247954,173.2291969,116.4508355,356.8484724,299.2796438
gcy-9,90.3379353,28.47205183,151.5551139,50.03740211,54.7730684,18.66645668
gcy-28,5166.48299,2619.790536,5077.668951,2093.242551,2687.631192,2273.748846
gcy-11,221.6681589,260.5417801,242.04045,386.4251367,259.722355,129.5760062
pde-1,381.9990017,294.196505,911.0200863,471.9158621,294.3769959,192.2179318
pde-2,1753.559456,976.324057,1967.45076,1950.719182,1064.885177,1048.002146
pde-3,698.4217513,461.3831236,1067.400897,966.0438883,420.7972096,362.2438058
pde-4,2356.006442,2397.161545,2864.131857,1433.617238,2317.810603,1782.635712
cah-3,2261.834653,1212.914723,3017.25253,1176.789869,1173.876397,1859.679674
cah-5,724.2640125,773.3863428,1148.187028,327.6837559,813.0391293,965.4888255
cah-6,414.9590877,407.4247499,1148.942188,493.4825212,329.3373229,254.7449108
glb-1,494.0272023,614.1528204,966.2152705,406.9033955,278.2360876,309.5409444
glb-2,46.76899047,63.07613895,192.3584773,157.4215103,52.65405552,21.675999
glb-10,104.4038199,81.63811607,436.9181177,181.2434661,87.48201502,59.91181509
glb-11,304.2572007,306.6387877,954.0767238,1353.312421,326.3481931,307.0470605
glb-20,240.8155008,228.1928659,349.3635749,201.6746117,179.3778411,130.7298042
glb-25,205.0974736,325.1548998,498.8589121,255.3038611,278.0211131,244.3333933
glb-27,57.4118573,67.1576925,190.1318195,172.6180609,60.57131423,30.05261852
glb-33,263.654085,190.6877577,226.456255,233.5895703,168.2585923,64.11082602
snt-1,1714.052552,1158.661629,2271.329154,944.1647399,1102.301288,722.7900192
snt-3,374.9001006,237.3441553,849.8092406,492.4459532,231.2952043,194.8548985
snt-4,1911.094785,2393.978193,3485.904716,4926.323843,2360.391664,1829.79114
snt-5,446.1888784,394.6771798,333.0500337,132.473479,194.1318479,236.5659765
snt-6,425.5114497,660.5904366,1120.397245,1472.244604,559.723221,549.8398118
snt-7,94.87169909,92.25756463,187.7648968,239.5513127,92.54427331,40.14903373
snb-1,3716.565575,7332.219657,9321.271641,6686.802044,6086.399719,6144.978864
vamp-7,575.2183496,841.8939616,887.5935734,1203.707449,732.2636091,1033.848601
vamp-8,554.4386218,199.0696701,318.2330009,580.4512909,98.29733953,94.6795034
sec-22,761.9920788,1426.801855,362.9256084,210.0110456,1238.512066,1107.906026
ykt-6,1008.131208,1595.763645,1537.420325,1289.535832,1520.159833,1956.136847
unc-64,1691.157196,2004.614236,1716.863054,1002.78358,1844.058585,1127.052871
syx-2,487.8799765,584.6979061,860.0184812,585.7910463,428.4539617,211.866167
syx-4,202.8949055,368.6508778,406.5573163,687.6531612,381.6419222,654.2859593
syx-7,733.1916681,1656.42406,1382.136825,756.0941131,1255.641011,1141.678068
memb-1,175.8286299,363.8987703,118.1476616,71.70143363,325.2694444,336.7627739
memb-2,266.9259864,368.8202716,396.449119,1058.102768,277.7613113,436.1074083
sec-20,657.1689181,790.9054304,405.5452314,587.1904401,725.5112299,829.8081255
syx-6,199.0714708,190.6806887,133.6168023,124.4888599,217.3177838,387.0799644
nbet-1,810.39702,2539.770611,1010.910288,1128.420461,2098.537611,2352.832038
ric-4,2083.912333,1736.673406,2819.104483,1692.118737,1556.979723,1305.248075
aex-4,214.0931453,121.7866201,16.19828617,60.87570992,181.9299744,137.2003402
snap-29,955.6985087,1165.300121,1274.279658,1708.031424,1252.264293,1168.261758
sng-1,576.2986523,674.8961706,1020.351964,381.2548809,564.310703,496.6775639
sph-1,947.2812485,1256.839469,1879.937849,894.5105356,1109.575385,1113.889441
scm-1,1883.435289,2966.329069,1976.040251,2097.782955,2809.431782,3114.515813
rab-3,1450.825213,1186.856646,2004.480135,707.1545493,979.0844734,574.0025606
unc-18,2361.378888,1722.217712,2065.64056,919.5402091,1921.750388,1359.585123
unc-57,2014.825849,1190.984089,1426.587722,1095.217715,1293.4913,1360.860601
cpx-1,1539.436417,1628.13022,3356.402648,1395.308653,1388.329314,1203.724258
cpx-2,75.88671789,141.714411,253.3638228,208.206509,100.9377178,82.51211918
ida-1,3252.105059,2780.561039,6150.143527,7563.314173,3101.995451,1606.934792
Y42H9AR.1,2168.926366,2838.630992,913.4136254,1307.119658,3308.582632,2720.192025
gipc-1,1.617026837,12.49876329,12.10394342,76.12251977,4.499589383,395.592933
ZK849.1,5.523561769,4.037437842,8.444607017,36.51663251,4.02375598,320.9338399
T19B10.5,871.3676523,1643.334108,220.8257807,60.82859669,2251.536763,2547.968771
lin-2,1032.854494,639.7856275,665.0245544,349.9901465,705.0899353,451.7500544
magu-2,704.0434975,324.9431396,727.2448745,298.0822184,396.3500446,381.0826826
zoo-1,1384.632426,1439.395918,461.1512151,472.2300016,1638.673006,840.3920631
frm-8,661.1999658,565.9347604,2549.391111,1171.393562,643.9171152,411.0774273
ptp-1,1406.352585,1055.212909,2455.703844,1378.555639,883.4762155,782.8017118
kin-4,883.3099543,858.3631145,1910.568382,2187.317861,1298.820055,829.8945358
sipa-1,1414.124243,854.8056537,1375.959502,1202.38191,928.5592972,541.7644268
lin-10,1411.608197,1013.772685,1008.937141,719.6340319,1316.464728,961.562913
alp-1,6018.144912,9214.770356,1121.226028,521.9674213,7811.480221,6795.876373
ZK1321.4,2544.110874,2637.355536,8978.597032,1266.54162,1797.406826,2382.455809
stn-2,529.7904818,552.2413505,256.0376906,166.4961027,523.5090648,360.1875055
stn-1,1041.457428,768.8442223,834.863745,285.7314914,778.6446425,623.9543095
lim-8,957.4057655,1079.737528,1164.61201,536.0677067,626.5202635,219.1393277
lap-1,2903.99588,5746.593734,3311.105341,3952.146517,4020.826277,3105.747218
lin-7,169.2434143,282.857091,250.0102266,196.6473458,306.4913292,474.7296678
inx-1,1780.096962,1522.998034,1418.349218,514.2262333,1477.889039,1269.749104
inx-3,375.7727903,156.6606973,207.0978702,96.50026014,152.8575477,137.8594818
inx-5,2192.547684,2212.205283,733.2237245,646.2615363,1670.530512,1537.384747
inx-6,602.1373486,207.9315595,273.3118914,557.2779091,301.1696215,252.9177029
inx-7,191.3565852,179.5442165,330.4269887,454.8299865,180.1124191,144.3157496
inx-8,47.8306443,19.44781381,289.2406467,397.2477143,34.43931398,492.1709853
inx-9,110.1615982,68.9046601,180.7271553,330.4981964,102.538889,141.055312
inx-11,265.4449918,156.4401188,774.6643816,339.1173096,137.6693633,199.5699682
inx-12,6421.449672,5660.33224,3428.895636,2058.098571,5143.283419,5393.873895
inx-13,3225.564814,4115.888916,1497.908573,845.7185264,3678.710945,3059.512089
inx-14,253.5062546,278.6626002,829.6058529,1110.232182,275.1657603,438.3143259
inx-17,1419.787951,696.3962155,1169.334856,809.5600777,629.6830643,1103.305904
inx-18,189.3843939,169.5847303,391.2026273,115.6200236,194.087373,175.6723829
unc-7,549.6517176,471.5331868,685.2411499,232.6598128,546.0949043,423.1588017
unc-9,1323.099017,777.3214351,1417.901606,432.6649356,833.9387239,628.5040933
inx-15,2914.601449,1802.364713,2221.533131,1134.765555,1895.713327,2934.932987
inx-16,3822.423786,1899.774948,3202.795543,1895.601186,1853.694935,3161.482226
inx-21,440.5632925,459.3114587,1032.378067,1502.920616,431.7406731,607.5019046
eat-5,148.8492943,21.8459254,65.99591557,35.92610568,16.09431918,39.51129452
unc-104,1470.950559,557.5087084,1048.740222,485.7303221,819.2175635,642.148313
klp-12,2370.000471,1037.148522,813.9145903,655.5622567,1600.455996,1656.27854
klp-19,917.1882573,1420.86217,986.0871048,1371.127172,2038.276563,1363.561775
klp-3,970.5122954,947.6808381,539.6978825,98.61107125,409.5466504,394.5469476
klp-16,531.4527611,872.6918047,665.3969359,1055.787696,815.7723335,771.314471
klp-8,397.8442738,286.2169058,169.8513943,142.4778289,422.348268,592.1533589
dlc-1,8669.074452,16434.21867,7009.654537,6127.836233,13603.27697,19618.44895
dlc-2,1247.767947,550.1996871,1290.987779,397.389054,428.2372254,549.2381436
dlc-3,126.8910793,74.75259121,500.5102987,986.9526125,41.57751977,63.09337703
dylt-1,1744.412943,2010.329796,1326.6585,1487.122528,1839.542082,2444.511135
dyrb-1,859.6708112,1520.876958,1193.580358,1729.536967,1206.619247,1304.738349
hum-4,2274.040239,1881.137081,1539.934897,518.0254095,2156.012522,2151.044488
hum-5,3140.322595,4252.978031,2862.037633,2239.331103,7887.128998,3405.051068
hum-6,1774.210832,2799.678836,406.3630156,196.8436637,2840.690324,1313.955267
hum-8,2125.229068,1238.085118,1139.20974,559.6965677,2023.369752,1896.313445
nmy-1,2257.737779,1980.62423,1027.191991,507.9739465,3741.797822,2922.668529
myo-3,7275.221999,4685.349195,2420.612967,350.4534908,6757.12711,2871.010051
unc-54,85541.89867,57562.12782,68085.65099,12067.87823,98216.59093,34024.40129
myo-6,1025.974725,579.1411243,614.2930826,251.7198789,615.7052914,212.7548015
dyf-3,146.2687979,241.6621747,260.9386179,370.5312487,236.6183214,287.1550641
egl-15,788.0493576,568.7263668,283.8278763,480.9685095,775.3519409,554.9135895
ver-3,866.9208285,457.9350534,556.919654,242.1631433,541.33058,444.4198208
ver-4,280.5648506,153.606146,58.13958668,13.18468501,88.17388006,222.8583508
him-4,4386.506423,2081.445489,744.926863,708.2837707,3287.772063,3620.873686
unc-52,19241.12452,9715.401699,4766.421263,1015.848948,15771.5776,6436.074985
igcm-1,501.9497008,1143.378305,147.8315461,64.59159365,2009.576221,562.2081525
oig-2,374.6998921,394.2342495,1137.871725,133.712657,363.1663217,358.6825341
oig-3,247.944845,1788.574325,544.8955594,1022.010077,209.6200804,80.70631366
oig-6,2381.916719,1977.836241,4485.756141,3934.702457,1830.733135,2598.647798
rig-3,681.261685,381.0949338,438.3137836,245.2947922,375.1528684,245.3009035
rig-6,1729.232198,1568.81978,1121.388491,597.7365534,1778.842628,870.3301353
ncam-1,1446.944731,320.3780866,399.8903498,349.0729731,490.0641306,246.7987408
sax-7,4914.438256,2615.123113,2238.249039,884.1701012,3572.259954,2355.995401
syg-1,577.9724509,499.1776318,378.1512321,203.0551293,535.1030898,315.0439702
syg-2,535.9599214,587.604223,277.7371851,168.8424799,645.4720497,411.5292791
unc-5,456.8205009,635.8770142,432.3125343,209.7142092,581.0072327,392.7768126
wrk-1,1516.034781,1376.358576,1231.30046,452.2386051,1747.915219,977.8785689
zig-1,1230.970449,1272.465152,1660.900306,777.9654737,1106.160182,778.2015888
zig-2,204.9161891,564.9501007,224.9339336,796.6784441,526.233812,278.0261592
zig-3,96.2808379,352.2487971,135.9711197,184.5792981,24.4884684,31.95156793
zig-4,374.5600202,151.7709469,210.6801691,172.1280526,204.9037547,115.0154165
zig-5,216.1484369,374.4546932,1136.673974,1663.149967,299.3527711,199.8347313
zig-6,372.9128251,493.4920255,201.2110727,272.2751382,445.715627,733.481369
zig-7,503.1361425,712.125993,371.9076707,900.684403,734.0829262,635.0392368
zig-9,689.8152522,956.0398179,1096.403045,1172.16955,454.1983736,410.669181
igeg-1,436.7472624,238.401159,303.7493287,271.5762278,291.8686327,117.9892883
igeg-2,204.4551606,109.9390009,434.3597057,115.4126945,90.38043317,55.26135279
igdb-2,816.6457201,1578.740494,2016.410014,1722.65782,771.0351842,628.8334638
igdb-3,375.8898986,422.6480714,60.89049204,29.25916082,451.2586519,133.8538928
pxn-1,1064.488541,513.16926,1145.77727,234.8114451,553.4477323,477.9191648
pxn-2,878.2438561,157.8006367,51.57587233,81.2142021,208.4093166,284.12452
sma-10,852.0162622,604.0327827,516.4760667,1529.751603,410.410777,385.7331449
slt-1,831.9619477,450.1019395,504.1025924,115.4739648,582.3895534,279.5814698
pan-1,4863.394957,4604.044666,1630.498275,811.8105784,3200.657122,1797.770634
let-4,1325.302684,2125.259215,103.7022069,25.3406671,1373.810719,446.9133043
egg-6,993.3514295,2261.086851,819.8322212,955.921794,2454.019619,1037.066635
lron-1,81.64833594,131.4902305,42.97799354,12.79362214,286.8896863,183.3969951
lron-3,1778.631327,2945.698973,2138.726244,1101.55644,2402.173939,1989.60012
lron-7,1909.409467,1677.461789,3793.724738,2730.051171,1658.137701,1723.706876
lron-8,1201.724369,914.345491,221.1589406,119.492977,768.6906256,594.9405423
lron-9,1618.671283,2313.119974,367.1089915,265.958435,2423.70401,2171.322928
lron-10,780.5083521,2297.594935,1902.711451,1199.157608,1409.755912,1705.4752
lron-12,231.3741597,219.7703604,384.6901374,113.212376,177.732195,143.5920006
lron-15,246.0066617,95.4091658,42.50436803,37.34744447,205.5500877,129.468594
sym-1,7259.032275,11904.13795,259.4278978,67.00553321,12023.17728,2336.310294
hmr-1,3451.743147,5018.187344,2282.408207,1770.70396,4441.107482,3044.918232
cdh-3,252.2707208,180.198883,47.41769981,54.89509133,209.5325402,307.3197586
casy-1,2843.428955,2899.760768,4759.40039,4502.838815,3253.642235,1784.677343
cdh-1,1180.014905,647.6610839,258.749776,210.8575877,1270.119712,722.052002
cdh-5,288.6913975,372.3512535,52.50991561,31.02759528,872.8663515,443.5597227
cdh-7,2191.045026,4952.593207,159.7303908,36.41768703,2137.266473,565.7983612
cdh-8,148.4071898,216.3628834,81.88685496,43.525954,481.886013,198.4879118
cdh-9,157.115713,188.6655043,53.67446898,32.89025618,256.4328247,166.1851705
cdh-10,1916.525377,5591.67121,206.380326,105.0377309,3614.255014,926.6810793
cdh-12,1628.894259,6422.066498,141.062733,99.45761332,15901.3665,2392.855461
nlg-1,896.2878566,654.06136,638.5399902,382.0872659,823.4223905,439.1383529
