"","noDA.24","noDA.26","noDA.34","noDA.60","DA.26","DA.34"
"WBGene00004484",45501.34458,76242.58228,43944.77524,107192.7748,64055.00475,98773.09979
"WBGene00004485",41140.33264,70642.09434,33424.83455,96542.76809,55172.77194,110355.0006
"WBGene00004486",36481.0739,57087.52,35211.96324,94248.86556,49935.85055,74951.30056
"WBGene00004487",42656.63593,54019.29815,29125.54009,81358.06222,46279.43936,86394.02277
"WBGene00004488",31297.79505,69302.4592,39143.28336,95747.03334,54508.27435,83132.81624
"WBGene00004489",90608.18535,97480.4538,61956.26123,167276.235,87261.7359,167588.5695
"WBGene00004490",21474.27069,37368.1395,19727.27309,54611.02319,28292.73458,61883.41753
"WBGene00004491",36553.63796,39345.73199,23531.00913,69815.30554,34896.06939,84033.9376
"WBGene00004492",68848.18608,98424.05477,52599.23246,131112.679,80462.18048,121863.3028
"WBGene00004493",49645.28546,58328.93851,27877.06186,81681.55864,53597.28798,78740.42321
"WBGene00004494",62026.2118,117790.8942,45722.34971,107757.7008,94735.70779,147374.0314
"WBGene00004495",37185.31458,38710.77059,22360.63207,63989.76671,35586.94657,83015.88289
"WBGene00004496",25564.52824,32405.38005,24904.2669,64419.52044,28581.76852,70037.6652
"WBGene00004497",17702.57672,32367.82704,12228.75176,33023.38414,25203.41342,61242.46628
"WBGene00004498",29190.49533,44840.94112,13527.40462,33862.92872,34059.78995,71132.14654
"WBGene00004499",34693.55906,45369.19669,28903.38649,71608.79669,39625.82738,89233.16726
"WBGene00004501",3675.244451,8335.918242,2952.994431,4110.968916,6852.034113,5347.6067
"WBGene00004502",4708.064661,8340.700276,2919.098138,3970.292478,7206.389803,6427.387193
"WBGene00004503",2808.119574,5076.525538,2410.798553,3162.797671,4639.438091,4446.311106
"WBGene00004504",4500.153025,7745.732327,2700.023984,3071.923069,6731.271673,5027.677242
"WBGene00004505",4829.281612,7654.302369,3338.947555,3976.24014,6887.140626,6615.154818
"WBGene00004506",3509.650866,6840.206383,3149.880852,4270.110098,5708.177229,6219.938791
"WBGene00004507",783.2021169,489.4210874,774.1909569,245.0937552,736.0738001,519.3718129
"WBGene00004508",1040.894375,545.509332,483.5920587,407.5268784,639.1086684,711.8699773
"WBGene00004509",162.3181183,115.4887136,448.5348262,752.3437003,136.9340805,91.57681714
"WBGene00004512",0,47.58282738,0,0.245004171,2.422937138,87.00483005
"WBGene00004513",0,39.64029881,3.915257924,0.980016683,16.39753869,101.4005342
"WBGene00004567",17464.06222,25248.12609,4318.825099,7265.51084,42139.40479,79227.12928
"WBGene00004622",2885760.856,11814554.93,2685773.198,2534122.7,11015587.09,23600620.71
"WBGene00004677",36082.57434,106516.9893,55594.24164,49301.63324,107767.4332,185691.4325
"WBGene00004679",4539.943787,3366.45709,3248.908826,7655.206621,3781.256606,4100.129332
"WBGene00004680",537.1126299,741.8544438,833.55973,1169.011084,565.2584937,750.8505444
"WBGene00004682",1635.1276,1544.729273,1145.114565,2503.274372,1408.884386,1015.297893
"WBGene00004698",3776.316307,5716.738208,3239.789712,3608.878139,4841.373506,9392.885177
"WBGene00004699",3012.487794,4975.476655,2960.399735,3392.182923,4168.470799,8449.697425
"WBGene00004700",7298.456619,11438.18793,7660.548815,7170.415494,11995.53482,21842.06361
"WBGene00004701",2625.052171,2701.15871,1572.462543,1884.13153,2434.929827,4348.779411
"WBGene00004702",1458.184934,1680.09639,1483.886523,1976.13213,1724.702779,2590.600149
"WBGene00004703",4109.211284,5990.710501,3291.486015,3307.452455,4957.582015,8057.322523
"WBGene00004704",1790.01853,1026.045574,895.2269772,1051.412381,1309.455013,1215.491332
"WBGene00004705",3893.776191,3792.24447,2894.429632,2873.466467,4045.527958,5147.430258
"WBGene00004706",2062.293649,948.0866737,1070.456338,1577.668911,1436.089849,1366.814277
"WBGene00004723",1446.555559,994.3213483,757.3279576,1237.177298,1195.461162,1458.060522
"WBGene00004727",641.5540227,564.1083797,650.4772533,1528.832857,624.1841619,456.7659583
"WBGene00004732",4914.438256,2615.123113,2238.249039,884.1701012,3572.259954,2355.995401
"WBGene00004735",1203.620315,1468.806789,499.6136698,660.3932818,589.1422849,856.4429554
"WBGene00004740",248.7986108,167.4071972,286.758469,342.6400214,276.7672839,115.3523216
"WBGene00004742",2.57665655,15.02392621,3888.406865,1040.343227,2.898770542,2.185515273
"WBGene00004743",1883.435289,2966.329069,1976.040251,2097.782955,2809.431782,3114.515813
"WBGene00004746",475.9903315,176.8214075,131.6712766,119.7803754,249.5505446,264.0034312
"WBGene00004752",920.301638,572.1532539,489.5424851,426.1142393,719.7147459,792.3039936
"WBGene00004754",4276.76883,6006.020209,2505.706773,2955.956104,6686.814487,5235.941661
"WBGene00004755",5045.572386,6077.061809,2146.939136,2233.694357,6604.028008,5829.532255
"WBGene00004758",1494.560083,1933.03268,2096.488194,3071.346545,1489.579061,1292.758054
"WBGene00004764",489.1456785,200.5272377,4567.371859,724.1555595,257.1236327,173.838041
"WBGene00004766",3326.156993,8494.962792,2797.402178,3710.994773,6592.337204,5788.966239
"WBGene00004768",1505.90176,2408.317451,1432.65501,1714.126718,2034.553913,1988.295705
"WBGene00004771",841.2104846,475.3923886,1655.01371,201.8740757,934.6579435,932.5562802
"WBGene00004775",792.6360533,1247.804687,1449.13242,1962.710306,1363.205788,1331.87537
"WBGene00004778",232.7832985,183.3257785,716.1912334,328.7705831,167.1756151,121.8945992
"WBGene00004786",190.3250997,163.3097562,70.15408809,32.93579639,403.405291,208.5197195
"WBGene00004788",3251.176423,4261.769517,1769.570282,1726.513471,4496.360537,4075.260231
"WBGene00004789",1819.434376,715.5334461,633.3575291,729.9540943,1019.889636,1243.394906
"WBGene00004790",369.6976954,628.7056119,325.936058,86.50220236,569.4569778,365.4110995
"WBGene00004796",749.6526498,958.2120552,1280.470589,596.7801319,768.9525416,651.3481586
"WBGene00004798",964.7734409,726.2923347,22497.0467,26415.94297,516.2024736,9068.965128
"WBGene00004801",914.0603426,830.5862983,216.386476,503.4978821,1088.854747,719.1637395
"WBGene00004804",2358.775628,2969.161292,2124.307807,4006.907825,2611.060146,2579.904869
"WBGene00004807",5889.595944,8272.561425,9818.917946,9709.898728,7472.421197,5441.023792
"WBGene00004808",969.6511248,1708.247267,2951.194191,4466.939527,1469.810089,2199.609341
"WBGene00004809",2049.894433,3013.848347,2117.547583,1470.90042,1909.071271,2175.986056
"WBGene00004810",377.0310878,1339.095253,2557.049926,1235.25659,535.1062612,931.5459653
"WBGene00004811",19.13225772,84.17739315,948.4410286,585.7471563,35.51982455,49.24226816
"WBGene00004823",236.731521,273.4605173,331.5283148,601.5325836,265.6049698,482.1891163
"WBGene00004824",1020.020578,782.7035034,1251.836605,1741.268853,821.1307637,1281.234742
"WBGene00004825",623.0149858,1189.471814,1172.778898,3339.059335,806.1169552,885.5780024
"WBGene00004827",90.56090744,316.7906241,398.1131109,187.9543782,224.112876,103.1706692
"WBGene00004830",1395.589045,1140.184385,958.5396327,401.3059748,1290.298824,1117.041665
"WBGene00004831",1067.337262,651.0509243,888.1650293,443.3713418,774.7490256,529.7694627
"WBGene00004854",831.9619477,450.1019395,504.1025924,115.4739648,582.3895534,279.5814698
"WBGene00004856",480.4297507,680.3205814,488.4685786,1079.82335,586.1545647,669.5564303
"WBGene00004857",801.7677572,444.6316397,511.7690384,630.6865069,330.8477825,298.3121335
"WBGene00004859",1322.992878,466.1705045,2070.767177,824.1817545,833.8893159,1189.588186
"WBGene00004874",1830.987506,980.9702484,1253.019742,1365.198231,1685.770999,1774.676875
"WBGene00004875",5321.706322,5415.481417,6688.492349,1056.295008,6098.714933,6853.903106
"WBGene00004876",221.5398063,550.8120112,1697.161113,798.7028938,454.1948499,517.1292248
"WBGene00004877",2.980913259,4.145079208,408.8229949,600.1897411,3.504504826,3.188696045
"WBGene00004881",1357.732626,856.0108679,924.5775013,1071.058178,1024.900724,1033.41342
"WBGene00004886",365.5643485,329.5434901,513.7395739,861.9956893,336.6887413,539.9582208
"WBGene00004888",3457.59966,5508.926631,2842.403136,4367.27332,4819.655669,8850.894861
"WBGene00004889",1134.938637,1247.527652,1775.105491,965.5696103,901.0855751,697.7600381
"WBGene00004890",1599.356915,2645.763952,719.3129138,558.4087035,2025.978692,1455.58331
"WBGene00004891",1505.233393,2110.08878,1768.276463,1945.437474,2004.137298,2972.256364
"WBGene00004892",1143.971882,1196.179126,2989.929946,2279.062523,1047.103204,1151.95997
"WBGene00004894",366.0706293,412.2650888,2422.173753,523.3211978,289.3599172,410.403617
"WBGene00004897",3716.565575,7332.219657,9321.271641,6686.802044,6086.399719,6144.978864
"WBGene00004900",1056.596211,942.0499628,1841.886194,944.4898134,767.9161536,863.0066353
"WBGene00004902",3773.323875,3062.707079,10558.14662,6403.845437,1928.253888,1529.172212
"WBGene00004910",2352.21729,1198.068985,703.5528469,495.750402,1808.269092,1255.611028
"WBGene00004911",404.7769743,191.9688625,698.5984863,438.3094696,270.3664751,146.6661504
"WBGene00004912",576.2986523,674.8961706,1020.351964,381.2548809,564.310703,496.6775639
"WBGene00004914",3766.764988,4569.624063,3379.503987,4203.789626,4449.433824,8026.528361
"WBGene00004915",4025.25479,4059.336462,3244.905532,3427.86717,4058.171761,6429.396283
"WBGene00004916",2390.497165,4100.753778,2638.634254,3556.938982,3770.984846,6429.666178
"WBGene00004917",3041.654889,3459.902209,2277.999133,3083.102258,3198.510196,4831.415248
"WBGene00004918",1676.702139,2660.046706,1907.607759,2333.829167,2307.25508,4010.919512
"WBGene00004919",1816.563166,3096.534696,1716.021063,2306.848744,2601.256115,4503.333457
"WBGene00004920",2088.506708,4907.025516,2431.647422,2604.60117,3479.69051,7402.769398
"WBGene00004921",1714.052552,1158.661629,2271.329154,944.1647399,1102.301288,722.7900192
"WBGene00004923",374.9001006,237.3441553,849.8092406,492.4459532,231.2952043,194.8548985
"WBGene00004924",1911.094785,2393.978193,3485.904716,4926.323843,2360.391664,1829.79114
"WBGene00004925",446.1888784,394.6771798,333.0500337,132.473479,194.1318479,236.5659765
"WBGene00004926",425.5114497,660.5904366,1120.397245,1472.244604,559.723221,549.8398118
"WBGene00004927",1081.524095,2347.667652,969.4924315,1418.654758,2097.033846,1864.179119
"WBGene00004928",326.7823079,297.1522333,587.6682535,542.2901834,245.4865422,213.5213551
"WBGene00004929",2454.501642,2301.468251,1539.169743,952.1195488,2402.611288,1464.017002
"WBGene00004930",3717.0831,7279.775402,4274.256381,4551.772318,5377.51686,6373.726284
"WBGene00004931",2871.928233,5275.589864,3255.948576,3429.021559,4567.95616,4375.802287
"WBGene00004932",1.617026837,346.2208566,1071.441606,634.3002991,73.11700606,4.371030544
"WBGene00004933",235.031394,825.216595,837.807947,1120.792452,656.3770287,312.1347059
"WBGene00004952",800.6342475,1307.141607,1648.950438,2491.307075,1310.810478,2478.781364
"WBGene00004955",2191.013208,1021.679916,1230.142487,1192.065148,1652.073311,2262.126057
"WBGene00004958",42.34109057,150.8321762,14.8676549,47.05338486,85.40536278,309.476337
"WBGene00004971",0,0,0,2.05897884,0.302867143,91.13963401
"WBGene00004974",311.7077014,102.8028959,69.60442913,37.53589736,115.2134246,155.0641722
"WBGene00004978",4448.486876,2002.558435,1708.406243,1689.821201,2586.386379,3024.784076
"WBGene00004979",947.2812485,1256.839469,1879.937849,894.5105356,1109.575385,1113.889441
"WBGene00004981",3238.440692,4433.932369,735.8067447,827.1265236,3891.378449,2862.83992
"WBGene00004984",522.479853,541.0872177,889.4872724,1176.254475,652.6550827,728.8443739
"WBGene00004986",1064.575481,7228.880328,448.0498003,931.3084287,4938.329124,3017.170406
"WBGene00004987",628.2552389,2877.985341,134.5246309,229.3130469,2392.170867,1030.209255
"WBGene00004988",4554.486884,10556.08359,1567.677875,4734.678101,7761.345729,8338.477978
"WBGene00004989",797.7024264,3990.400027,79.09753125,25.83067544,2520.766197,2415.41649
"WBGene00004990",9440.692447,32261.70138,4386.233502,14126.54497,24959.12205,24677.23833
"WBGene00004992",59.33111672,128.4215649,16.1470617,5.980618582,164.9673001,255.6624822
"WBGene00004993",3078.487777,12903.08436,2940.211563,13112.99167,9846.832566,4625.50909
"WBGene00004994",0,37.03572283,1.816862084,0,94.14579688,53.64183514
"WBGene00004995",4960.291229,8240.512502,3529.251276,4388.092151,6275.017513,5553.444646
"WBGene00004996",0.589381044,2.784561359,4935.806152,7879.359574,2.379519388,4.005588981
"WBGene00004998",243.067436,7550.396223,390.8946781,293.2637774,5263.660889,5219.792894
"WBGene00004999",13757.41385,43162.09112,3069.708967,5714.732999,35630.45458,31896.77162
"WBGene00005000",559.9056868,1809.897787,1265.114695,572.6943728,1178.527106,1084.589908
"WBGene00005002",2685.483614,32265.5368,651.6520022,88.91928796,20755.19999,11951.11597
"WBGene00005003",594.6226716,2930.135067,260.6696894,1223.220002,1961.259712,410.7765932
"WBGene00005005",3.385169968,9.087763682,10521.89889,1772.627891,7.181975913,5.374211317
"WBGene00005011",103.5953065,161.0986991,87.8108659,193.357054,149.9573676,378.223357
"WBGene00005014",586.076509,1143.270687,808.1868882,967.4213369,1045.114092,1441.873682
"WBGene00005016",3135.671998,10830.03382,94.31054963,16.37288525,41973.79761,56488.83243
"WBGene00005017",3661.578708,16426.596,201.1734576,26.7635789,50541.04449,63261.91315
"WBGene00005018",9120.015116,48560.53211,3918.070514,446.9255138,85929.59544,106481.599
"WBGene00005022",1250.590064,5748.31221,673.3673149,470.8793712,8310.778313,3873.064435
"WBGene00005025",614.6917953,1134.659354,661.4948857,501.814236,1221.370083,1375.699822
"WBGene00005077",1979.104257,3067.303835,1552.886053,1492.489024,3003.308761,2044.826203
"WBGene00005078",631.10012,621.3312918,98.11095415,163.7052573,1014.102313,1213.519038
"WBGene00005105",1.212770128,0.367039804,17.26039061,107.8678245,0.302867143,0
"WBGene00005106",0,0,21.41876394,91.74623545,0,1.820073709
"WBGene00005153",774.3350727,1955.314371,453.9357945,233.5895703,2648.859265,2283.039432
"WBGene00005165",0.404256709,2.202238823,69.20764031,66.16056415,6.489758498,8.64891717
"WBGene00005188",22.95569244,71.88509424,159.1809327,57.43621346,42.18395879,23.12349703
"WBGene00005362",1.802151172,18.43492581,144.9911987,250.4414528,5.40819081,2.823254481
"WBGene00005617",1.617026837,627.2057019,79.69901709,23.62406489,86.26984171,8.469763443
"WBGene00005642",27.63673275,65.29778772,1267.041235,523.2772305,157.1817042,109.0823417
"WBGene00005643",99.29959896,28.23735914,287.3213356,488.5039414,29.46389119,42.79313448
"WBGene00005644",119.7768192,272.0523612,976.3628898,70.72141695,170.6359975,133.667605
"WBGene00005647",336.3484367,301.5125953,1021.6724,462.7109412,250.0320159,259.7826174
"WBGene00005648",2271.264199,3373.667265,2917.891953,2643.819063,3628.076106,1956.848331
"WBGene00005652",113.6828003,156.8353869,110.8930194,120.7148519,296.3223378,372.7056626
"WBGene00005653",55.27730526,50.83147831,180.7787814,48.07579573,55.07628792,23.85438016
"WBGene00005655",662.4316599,359.023134,758.9399217,608.7004707,410.1107288,232.0875338
"WBGene00005657",26.03862982,15.95387859,202.6447554,74.3509393,21.2430606,18.30101511
"WBGene00005663",5939.288526,3935.698732,2886.866037,8403.775048,4485.871764,4521.110553
"WBGene00005694",1.768143132,0,57.67957052,31.16893494,0.302867143,0.910036855
"WBGene00005712",577.7080661,966.9274836,1028.51564,653.9807021,869.8051858,302.0810954
"WBGene00005833",43.5538607,77.10658711,60.07170382,304.1429835,33.35704155,15.47776064
"WBGene00005983",0,0,11.2851552,70.02407958,0,0
"WBGene00006005",3.419178008,2.784561359,105.5194706,5.782727633,8.09057734,12.38220851
"WBGene00006044",0,2.202238823,8.674916306,22.84193916,2.076652245,293.3390343
"WBGene00006052",0,0.367039804,19.62731328,69.60006061,0,159.9365928
"WBGene00006053",0,0.734079608,0.908431042,28.81941172,0.302867143,109.1826197
"WBGene00006059",1925.962053,1876.247355,1403.555789,973.9516613,1777.80624,2398.987089
"WBGene00006060",0,115.2399068,15.80169817,3.43005839,1.990169115,26.59162483
"WBGene00006062",1041.457428,768.8442223,834.863745,285.7314914,778.6446425,623.9543095
"WBGene00006063",106.7234963,175.995574,468.4845014,680.2197435,204.8165668,219.7623982
"WBGene00006064",147.3153676,161.3333918,371.3326003,124.8359556,228.2227627,157.3428314
"WBGene00006066",837.2288042,677.3225105,1211.930273,644.962661,629.8976864,547.3320601
"WBGene00006067",512.89864,913.7914208,457.7229912,291.5691973,778.7752482,571.9026546
"WBGene00006075",102.3145203,26.29451876,8.495831485,19.36004852,22.67126555,255.7556261
"WBGene00006175",2.425540255,5.094441547,137.6597198,27.44361314,3.115154553,5.281067399
"WBGene00006212",128.9425312,51.05205684,7.587400442,24.69988103,39.37096664,126.7313493
"WBGene00006220",663.1913561,188.0408393,997.1839833,1648.355644,59.79261368,131.4820897
"WBGene00006248",0,90.11532893,0.678121752,1.666342963,1.817202854,2.185515273
"WBGene00006288",0,3.151601162,90.07614288,16.46553868,1.903685984,2.730110563
"WBGene00006308",228.5783708,140.6327015,103.5231221,56.90223792,173.2763757,190.2975801
"WBGene00006311",317.2841951,404.8254697,582.5630307,798.4217875,424.4312629,523.1621771
"WBGene00006319",202.7588734,173.5339367,272.4148608,63.32575162,155.3210836,154.7058648
"WBGene00006331",2290.732148,1475.831682,706.5588706,2280.457121,1582.63589,1221.43114
"WBGene00006351",4191.707355,5064.046185,2275.54056,1140.378551,3014.033727,1598.451561
"WBGene00006352",3209.254673,2771.104462,4285.970719,4556.366204,2916.333664,2468.537935
"WBGene00006359",1212.280021,525.3821459,505.1775029,584.3649885,910.5528352,817.6843469
"WBGene00006364",852.0765988,478.5598771,248.9745377,285.0483112,670.8715861,626.0399473
"WBGene00006365",577.9724509,499.1776318,378.1512321,203.0551293,535.1030898,315.0439702
"WBGene00006366",7259.032275,11904.13795,259.4278978,67.00553321,12023.17728,2336.310294
"WBGene00006367",1887.342923,6644.542559,810.604232,582.8525693,2574.206352,1103.850499
"WBGene00006368",258.3194873,204.3952818,340.0877752,224.4191785,155.9289321,103.6292547
"WBGene00006372",487.8799765,584.6979061,860.0184812,585.7910463,428.4539617,211.866167
"WBGene00006374",202.8949055,368.6508778,406.5573163,687.6531612,381.6419222,654.2859593
"WBGene00006375",271.1007459,311.8708722,569.292325,689.2645258,354.7294595,572.712814
"WBGene00006376",288.6916724,355.543313,545.4314082,694.8148334,334.2216817,768.2843273
"WBGene00006377",91.68673759,138.7675009,298.6693166,384.5719138,115.1272939,361.1978203
"WBGene00006381",1162.560286,2789.613577,2121.349996,2771.676634,2415.044345,4316.882914
"WBGene00006382",1099.292191,584.8108193,474.1499802,580.9349301,841.0236455,845.5015116
"WBGene00006383",675.3149426,604.2815896,802.9027814,1377.329199,746.7140441,915.0424203
"WBGene00006387",407.9885393,571.3327161,537.2183154,861.4852318,463.0711752,795.3836755
"WBGene00006389",459.5559533,693.7298871,718.3156432,948.7162318,534.2820286,926.5221263
"WBGene00006391",326.9485083,701.6847805,621.5617358,842.076497,664.5565557,699.5155044
"WBGene00006392",250.9976141,317.3535367,424.0352101,796.4004838,315.7940798,526.9882119
"WBGene00006404",3208.850142,11262.81544,1865.911783,802.4046975,7241.765479,2416.111302
"WBGene00006407",4337.181349,2953.929105,3983.127412,1666.091744,2444.567235,1891.103318
"WBGene00006408",1419.346121,2058.847919,10994.17063,379.8963855,1616.999292,1806.445284
